Time,EdgeID,Speed,Occupancy
91.0,-455277308#4,5.843586389902265,0.12213453588876362
91.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
91.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
91.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
91.0,947448834#1,11.757487030394115,0.08743035370162046
92.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
92.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
92.0,375012288#1,13.41,0.0
92.0,-117446409#2,3.93028857275397,0.1487652484379649
92.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
92.0,375012288#5,13.878370189615552,0.05177591384487937
92.0,425002736#1,13.41,0.0
92.0,-117446409#3,11.18,0.0
92.0,-117446409#4,11.18,0.0
92.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_9,11.88,0.0
92.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_17,11.6,0.0
92.0,111782596#2,13.41,0.0
92.0,:cluster_49555756_9005168266_3,13.41,0.0
92.0,130451981#3,13.41,0.0
92.0,130451981#2,13.41,0.03180093915625993
92.0,375012288#0,13.41,0.0
92.0,399093877#1,12.836567907446991,0.06860592755214051
92.0,455277311#1,12.470586153751876,0.05471500618517461
92.0,:cluster_1245504056_4787507113_49454997_5674123833_#2more_12,8.39,0.0
92.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_21,6.95,0.0
92.0,:cluster_1323073964_49486845_9005168278_9005168279_#4more_13,6.95,0.0
92.0,-455277308#4,2.6431751377793273,0.12213453588876362
92.0,:cluster_1266252708_9152246649_9152246652_9338705811_#2more_6,8.27,0.0
92.0,:cluster_11592056388_1266252701_49470095_9152246641_1,9.62,0.0
92.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_1,13.41,0.0
92.0,947448834#1,9.657334181551196,0.10354110581901015
93.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_7,13.41,0.0
93.0,:cluster_49564618_659637759_9005168270_9005168271_#4more_11,11.88,0.0
93.0,375012288#1,13.41,0.0
93.0,-117446409#2,0.21391499502081882,0.1487652484379649
93.0,:cluster_1266252704_49470093_5674124717_5674124718_#11more_4,12.49,0.0
93.0,375012288#5,14.087011288191182,0.04028618650907881
